endTime,artistName,trackName,msPlayed
2024-01-27 11:40,Lil Uzi Vert,The Way Life Goes (feat. Oh Wonder),72839
2024-01-27 11:44,Basixx,Let's Stay Up All Night,213034
2024-01-27 11:50,Miike Snow,Paddling Out,48396
2024-01-27 11:54,Alan Walker,The Drum,6775
2024-01-27 11:54,Basixx,Let's Stay Up All Night,213034
2024-01-27 11:55,Olympic Ayres,Magic,2182
2024-01-27 11:55,DVBBS,Losing Sleep,4783
2024-01-27 12:07,Atlas Genius,Stockholm,117934
2024-01-27 12:11,M83,Reunion,235386
2024-01-27 12:20,Taio Cruz,Break Your Heart,67193
2024-01-27 12:25,Tame Impala,Reality In Motion,252026
2024-01-27 12:27,Lil Durk,All My Life (feat. J. Cole),4910
2024-01-27 12:27,Tory Lanez,Midnight's Interlude,2780
2024-01-27 12:27,Drake,"Hold On, We're Going Home",1500
2024-01-27 12:27,James Blunt,You're Beautiful,1900
2024-01-27 12:27,21 Savage,redrum,119213
2024-01-27 12:31,John Newman,Love Me Again,3150
2024-01-27 12:31,Ry L,Whatever It Takes,1470
2024-01-27 12:31,Denzel Curry,Worst Comes To Worst,163940
2024-01-27 12:31,Magic System,Magic in the Air (feat. Ahmed Chawki),2760
2024-01-27 12:31,Kid Cudi,Cudi Zone,1910
2024-01-27 12:34,Lil Yachty,66,153474
2024-01-27 12:35,Kota the Friend,Red Lights (feat. Hello O'shay),23505
2024-01-27 12:38,ArrDee,Come & Go,179580
2024-01-27 12:40,soulache,haha,115446
2024-01-27 12:43,BROCKHAMPTON,QUEER,820
2024-01-27 12:43,Khalid,Winter,179933
2024-01-27 12:43,The Weeknd,Sacrifice,960
2024-01-27 12:43,Miguel,Sure Thing,770
2024-01-27 12:43,Lil Nas X,INDUSTRY BABY (feat. Jack Harlow),8400
2024-01-27 12:43,Metro Boomin,Superhero (Heroes & Villains) [with Future & Chris Brown],1020
2024-01-27 12:43,Train,Drive By,1320
2024-01-27 12:46,Kanye West,Come to Life,1520
2024-01-27 12:46,Kygo,Lost Without You (with Dean Lewis),1740
2024-01-27 12:46,Two Door Cinema Club,What You Know,2300
2024-01-27 12:46,Empire Of The Sun,Way To Go,176510
2024-01-27 12:49,Quavo,Greatness,185000
2024-01-27 12:53,Zac Efron,Gotta Go My Own Way,204929
2024-01-27 13:00,Baby Keem,scars,266010
2024-01-27 13:03,Gunna,P power (feat. Drake),193346
2024-01-27 13:04,The Kid LAROI,NIGHTS LIKE THIS,86983
2024-01-27 13:09,Clean Bandit,Rather Be (feat. Jess Glynne),227833
2024-01-27 13:12,Trippie Redd,A Feeling,148825
2024-01-27 13:16,Colbie Caillat,Bubbly,720
2024-01-27 13:16,The Rare Occasions,Notion,1230
2024-01-27 13:16,The Weeknd,Heartless,680
2024-01-27 13:19,Lil Uzi Vert,F.F.,187840
2024-01-27 13:22,Lil Baby,We Should (feat. Young Thug),176539
2024-01-27 13:23,A$AP Rocky,Excuse Me,35500
2024-01-27 13:30,Coasts,Tonight,416580
2024-01-27 13:33,Juice WRLD,Robbery,181200
2024-01-27 13:35,Calabasas,Gory Love,136167
2024-01-27 13:37,Calabasas,Gory Love,136167
2024-01-27 13:40,Calabasas,Gory Love,136167
2024-01-27 13:42,Calabasas,Gory Love,136167
2024-01-27 13:47,The Kid LAROI,I GUESS IT'S LOVE?,36011
2024-01-27 13:51,Ghost,Mary On A Cross,244804
2024-01-27 14:09,Kanye West,Fade,38785
2024-01-27 14:09,Loretz,Mockingbird - Sped Up,703
2024-01-27 14:12,Emmit Fenn,The Chase,193608
2024-01-27 14:13,Animal Kingdom,Get Away With It,84825
2024-01-27 14:13,Travis Scott,SICKO MODE,10602
2024-01-27 14:13,Drake,Circo Loco,2751
2024-01-27 14:16,IDK,Dog Food (feat. Denzel Curry),184123
2024-01-27 14:20,Clement Marfo & the Frontline,Us Against the World,225200
2024-01-27 14:24,Mark Ronson,Record Collection,229773
2024-01-27 14:34,Pink Floyd,Time,134183
2024-01-27 14:59,ABBA,Angeleyes,513093
2024-01-27 15:01,kurtains,pessimist,115701
2024-01-27 15:04,Animal Kingdom,Get Away With It,195266
2024-01-27 15:13,Koastle,Stay Close,162127
2024-01-27 15:16,Drake,Circo Loco,236795
2024-01-27 15:17,Travis Scott,SICKO MODE,31735
2024-01-27 16:55,IDK,Dog Food (feat. Denzel Curry),128320
2024-01-27 16:55,Lorde,Team,2282
2024-01-28 06:11,Lorde,Team,190485
2024-01-28 06:11,Lana Del Rey,Summertime Sadness,4010
2024-01-28 14:51,Basixx,Let's Stay Up All Night,480
2024-01-28 14:51,Diplo,Promises,11391
2024-01-28 15:10,Basixx,Let's Stay Up All Night,42580
2024-01-28 15:14,Emmit Fenn,The Chase,193608
2024-01-28 15:17,Sean Paul,No Lie,221176
2024-01-28 15:21,Heidi Montag,I'll Do It,210346
2024-01-28 15:21,Coldplay,Speed of Sound,12268
2024-01-28 15:25,Lana Del Rey,Lust For Life (with The Weeknd),257400
2024-01-28 15:28,Khalid,Young Dumb & Broke,1730
2024-01-28 15:28,Joji,YEAH RIGHT,680
2024-01-28 15:28,Metro Boomin,10 Freaky Girls (with 21 Savage),3440
2024-01-28 15:28,Kanye West,Bound 2,183090
2024-01-28 15:28,KANA-BOON,シルエット,830
2024-01-28 15:32,Arctic Monkeys,Mad Sounds,1250
2024-01-28 15:32,The Kid LAROI,WITHOUT YOU,2120
2024-01-28 15:32,Russ Millions,6:30,840
2024-01-28 15:32,Brian Tyler,Formula 1 Theme,1140
2024-01-28 15:32,The Griswolds,16 Years,196820
2024-01-28 15:32,Metro Boomin,Superhero (Heroes & Villains) [with Future & Chris Brown],840
2024-01-28 15:32,Ampyx,Yui,1110
2024-01-28 15:32,Jack Ü,Where Are Ü Now (with Justin Bieber),950
2024-01-28 15:32,Bennett Coast,Sunsick,1570
2024-01-28 15:35,Empire Of The Sun,Way To Go,192146
2024-01-28 15:38,Why Don't We,I Don't Belong In This Club - MIME Remix,1160
2024-01-28 15:38,Kendrick Lamar,Money Trees,173783
2024-01-28 15:38,Taio Cruz,Break Your Heart,1270
2024-01-28 15:38,Skepta,Same Old Story,1860
2024-01-28 15:38,Drake,"Hold On, We're Going Home",880
2024-01-28 15:38,Avicii,Hey Brother,3060
2024-01-28 15:38,The Weeknd,Reminder,930
2024-01-28 15:38,Lil Yachty,Poland,970
2024-01-28 15:38,Zack Bia,One Of Those Days (feat. Lil Yachty & with 347aidan),2200
2024-01-28 15:38,Denzel Curry,The Last,1240
2024-01-28 15:41,FMLYBND,Come Alive,192011
2024-01-28 15:42,The Weeknd,Take My Breath - Single Version,740
2024-01-28 15:42,Travis Scott,CAN'T SAY,39758
2024-01-28 15:42,Smigg Dirtee,Silas' Room,3690
2024-01-28 15:42,J. Cole,Work Out,1130
2024-01-28 16:10,Raury,Crystal Express,153770
2024-01-28 16:15,Jaden,BYE,296048
2024-01-28 16:17,A$AP Rocky,Sundress,158205
2024-01-28 17:59,Raury,Crystal Express,1493
2024-01-28 18:07,21 Savage,redrum,270697
2024-01-28 18:11,Shakira,Hips Don't Lie (feat. Wyclef Jean),218093
2024-01-28 19:10,John Debney,Resurrection,12757
2024-01-28 19:10,Maroon 5,Cold (feat. Future),55449
2024-01-28 19:20,Imagine Dragons,Shots - Broiler Remix,139235
2024-01-28 21:12,Wardruna,Lyfjaberg,858941
2024-01-29 05:47,Trevor Morris,Floki Appears to Kill Athelstan,83684
2024-01-29 05:49,Wardruna,Lyfjaberg,332833
2024-01-29 06:00,Travis Scott,Nightcrawler (feat. Swae Lee & Chief Keef),321560
2024-01-29 06:33,Travis Scott,90210 (feat. Kacy Hill),301364
2024-01-29 06:36,Lil Uzi Vert,Flooded The Face,192727
2024-01-29 06:40,Kanye West,Welcome To Heartbreak,262933
2024-01-29 06:43,Metro Boomin,Overdue (with Travis Scott),166093
2024-01-29 08:48,Kanye West,All Falls Down,586
2024-01-29 08:48,The Weeknd,Is There Someone Else?,490
2024-01-29 08:48,Mario,Just a Friend 2002 - Radio Edit,533
2024-01-29 08:48,Polo G,Don't Believe The Hype,832
2024-01-29 08:48,Milky Chance,Stolen Dance,511
2024-01-29 08:48,Skepta,Same Old Story,565
2024-01-29 08:48,Lil Baby,Life Goes On,490
2024-01-29 08:48,Taylor Swift,Love Story (Taylor’s Version),522
2024-01-29 08:48,Radical Face,Welcome Home,586
2024-01-29 08:48,Rocco Hunt,Sto bene così,672
2024-01-29 08:48,RÜFÜS DU SOL,On My Knees,629
2024-01-29 08:48,Lil Yachty,drive ME crazy!,576
2024-01-29 08:48,Bastille,Hangin',703
2024-01-29 08:48,OneRepublic,Counting Stars,608
2024-01-29 08:48,BROCKHAMPTON,2PAC,650
2024-01-29 08:48,The Weeknd,Sacrifice,575
2024-01-29 08:48,YNW Melly,Suicidal (feat. Juice WRLD) - Remix,565
2024-01-29 08:48,Adrian Lux,Can't Sleep - Radio Edit,586
2024-01-29 08:48,OneRepublic,I Ain't Worried,533
2024-01-29 08:48,Kanye West,Hey Mama,565
2024-01-29 08:48,The Weeknd,In Your Eyes,565
2024-01-29 08:48,Vikings Main Title,"If I Had a Heart (""Vikings"" Main Title)",682
2024-01-29 08:48,Childish Gambino,3005,1002
2024-01-29 08:48,Kendrick Lamar,We Cry Together,501
2024-01-29 08:48,Denzel Curry,The Last,629
2024-01-29 08:48,MGMT,Electric Feel,1183
2024-01-29 08:48,Eli Wilson,Holiday,842
2024-01-29 08:48,Crystal Castles,Not In Love - Radio Version,714
2024-01-29 08:48,Shakira,Chantaje (feat. Maluma),2058
2024-01-29 08:48,Fly By Midnight,Different Lives,1322
2024-01-29 08:48,Kendrick Lamar,All The Stars (with SZA),533
2024-01-29 08:48,The Strokes,Selfless,543
2024-01-29 08:48,Jax Jones,Yeah Yeah Yeah - Radio Edit,543
2024-01-29 08:48,Kanye West,I Wonder,501
2024-01-29 08:48,XXXTENTACION,A GHETTO CHRISTMAS CAROL,607
2024-01-29 08:48,Drake,Laugh Now Cry Later (feat. Lil Durk),650
2024-01-29 08:48,Kodaline,Brother,629
2024-01-29 08:49,BANNERS,Shine A Light,2250
2024-01-29 08:53,Bastille,Hangin',209760
2024-01-29 08:57,BANNERS,Shine A Light,225120
2024-01-29 09:00,IDK,Dog Food (feat. Denzel Curry),184123
2024-01-29 09:01,RAC,Back of the Car,480
2024-01-29 09:01,American Authors,Hit It,11389
2024-01-29 09:01,Jaden,BYE,34068
2024-01-29 09:01,Ka$tro,In Essence,757
2024-01-29 09:02,Selena Gomez,Slow Down,618
2024-01-29 09:02,Kendrick Lamar,N95,586
2024-01-29 09:02,Lil Uzi Vert,Do What I Want,704
2024-01-29 09:02,Foster The People,Call It What You Want,490
2024-01-29 09:02,Post Malone,Overdrive,458
2024-01-29 09:02,Gorillaz,Empire Ants (feat. Little Dragon),533
2024-01-29 09:02,Avicii,Levels - Radio Edit,448
2024-01-29 09:02,M24,London (feat. Tion Wayne),384
2024-01-29 09:02,"Tyler, The Creator",EARFQUAKE,447
2024-01-29 09:02,Malachai,Anne - Parker Remix,490
2024-01-29 09:02,Baby Keem,trademark usa,586
2024-01-29 09:02,Calvin Harris,Outside (feat. Ellie Goulding),437
2024-01-29 09:02,Harry Styles,As It Was,362
2024-01-29 09:02,Youngblood Hawke,We Come Running,394
2024-01-29 09:02,Skott,Porcelain,191
2024-01-29 09:02,Kid Cudi,Pursuit Of Happiness (Nightmare),394
2024-01-29 09:02,Madcon,Beggin (original version),480
2024-01-29 09:02,Lil Yachty,The Alchemist.,223
2024-01-29 09:02,Maluma,HP,394
2024-01-29 09:02,Lana Del Rey,Summertime Sadness,1055
2024-01-29 09:02,Lil Uzi Vert,Myron,2037
2024-01-29 09:02,Louis The Child,It's Strange (feat. K.Flay),383
2024-01-29 09:02,Young the Giant,Mind Over Matter,4191
2024-01-29 09:02,Avicii,SOS (feat. Aloe Blacc),757
2024-01-29 09:02,Baby Keem,APOLOGIZE,448
2024-01-29 09:02,Apocalipsa,הכל ורוד,0
2024-01-29 10:08,Wardruna,Lyfjaberg,343722
2024-01-29 10:12,Basixx,Let's Stay Up All Night,213034
2024-01-29 11:30,Matrix & Futurebound,Control,209074
2024-01-29 11:31,Yeat,Flawlëss (feat. Lil Uzi Vert),790
2024-01-29 11:31,Wardruna,Lyfjaberg,1091241
2024-01-29 11:32,Lil Uzi Vert,Silly Watch,250
2024-01-29 11:34,XXXTENTACION,Fuck Love,146520
2024-01-29 11:37,Denzel Curry,Worst Comes To Worst,170133
2024-01-29 11:41,Lil Uzi Vert,Prices,233333
2024-01-29 11:42,Taio Cruz,Dynamite,39103
2024-01-29 11:43,We Are Scientists,Rules Don't Stop,3810
2024-01-29 11:43,Frank Ocean,Thinkin Bout You,8540
2024-01-29 11:43,Post Malone,Circles,2870
2024-01-29 11:46,Kanye West,Heartless,211000
2024-01-29 11:49,Juice WRLD,Fast,157770
2024-01-29 11:54,21 Savage,redrum,270697
2024-01-29 11:56,The Weeknd,Reminder,147102
2024-01-29 12:00,Zimmer90,What Love Is,220245
2024-01-29 12:01,The Weeknd,Save Your Tears (with Ariana Grande) (Remix),3499
2024-01-29 12:01,BROCKHAMPTON,2PAC,62375
2024-01-29 12:01,The Cranberries,Zombie,3030
2024-01-29 12:05,Kendrick Lamar,Father Time (feat. Sampha),222497
2024-01-29 12:06,5 Seconds of Summer,Youngblood,1840
2024-01-29 12:06,Dayglow,Hot Rod,32432
2024-01-29 12:06,James Blunt,You're Beautiful,4030
2024-01-29 12:06,Third Eye Blind,Jumper - 1998 Edit,780
2024-01-29 12:06,Shouse,Won't Forget You,460
2024-01-29 12:06,Kam Prada,Bora Bora,1570
2024-01-29 12:12,Juice WRLD,Sometimes,253300
2024-01-29 12:15,IDK,Dog Food (feat. Denzel Curry),145930
2024-01-29 12:18,Imagine Dragons,On Top Of The World,192280
2024-01-29 12:24,Kygo,Raging (feat. Kodaline),224486
2024-01-29 12:25,KAWALA,Ticket To Ride,46533
2024-01-29 12:28,Warriyo,Mortals,1210
2024-01-29 12:28,Trippie Redd,Topanga,157740
2024-01-29 12:28,NF,The Search,1360
2024-01-29 12:28,Clean Bandit,Rather Be (feat. Jess Glynne),650
2024-01-29 12:32,Clean Bandit,Rather Be (feat. Jess Glynne),182000
2024-01-29 12:36,Empire Of The Sun,There’s No Need,208426
2024-01-29 12:41,Two Door Cinema Club,I Can Talk,175906
2024-01-29 12:42,The Weeknd,Take My Breath,2252
2024-01-29 12:42,Quinn XCII,Stacy,32786
2024-01-29 12:42,Metro Boomin,On Time (with John Legend),27691
2024-01-29 12:44,Ladytron,Ace Of Hz,820
2024-01-29 12:44,The Weeknd,Less Than Zero,8170
2024-01-29 12:44,Pritam,"O Bedardeya (From ""Tu Jhoothi Main Makkaar"")",980
2024-01-29 12:44,Denzel Curry,Worst Comes To Worst,1190
2024-01-29 12:44,Glass Animals,Heat Waves,1070
2024-01-29 12:44,Metro Boomin,Superhero (Heroes & Villains) [with Future & Chris Brown],690
2024-01-29 12:44,Calvin Harris,Summer,820
2024-01-29 12:44,Gunna,mop (feat. Young Thug),910
2024-01-29 12:44,Lil Uzi Vert,Watch This - ARIZONATEARS Pluggnb Remix,63064
2024-01-29 12:44,Foster The People,Are You What You Want to Be?,730
2024-01-29 12:46,The Kid LAROI,NIGHTS LIKE THIS,86983
2024-01-29 12:48,The Kid LAROI,NIGHTS LIKE THIS,86983
2024-01-29 12:49,The Kid LAROI,NIGHTS LIKE THIS,86983
2024-01-29 12:53,The Kid LAROI,NIGHTS LIKE THIS,86983
2024-01-29 12:54,The Kid LAROI,NIGHTS LIKE THIS,86983
2024-01-29 12:56,The Kid LAROI,NIGHTS LIKE THIS,86983
2024-01-29 13:18,The Kid LAROI,NIGHTS LIKE THIS,86983
2024-01-29 13:22,Kanye West,Hurricane,243187
2024-01-29 13:25,The Kid LAROI,BLEED,6826
2024-01-29 13:25,Gorillaz,Silent Running (feat. Adeleye Omotayo),3071
2024-01-29 13:25,Avicii,Levels - Radio Edit,0
2024-01-29 13:25,Ampyx,Yui,181565
2024-01-29 13:28,BROCKHAMPTON,GAMBA,202228
2024-01-29 13:33,Gorillaz,Silent Running (feat. Adeleye Omotayo),266338
2024-01-29 13:34,Dayglow,Can I Call You Tonight?,103105
2024-01-29 15:38,BROCKHAMPTON,GAMBA,148138
2024-01-29 15:43,Gunna,P power (feat. Drake),116430
2024-01-29 17:02,Baby Keem,16,3877
2024-01-29 17:06,BROCKHAMPTON,GAMBA,202228
2024-01-29 17:09,Juice WRLD,Fast,208517
2024-01-29 17:14,Gorillaz,Silent Running (feat. Adeleye Omotayo),266338
2024-01-29 17:18,Empire Of The Sun,To Her Door,235586
2024-01-29 17:21,Ellie Goulding,On My Mind,213445
2024-01-29 17:25,NF,GONE,246118
2024-01-29 17:27,Baby Keem,16,152420
2024-01-29 17:28,The Kid LAROI,BLEED,169990
2024-01-29 17:31,Imagine Dragons,Shots - Broiler Remix,191560
2024-01-29 17:36,Dayglow,Can I Call You Tonight?,278769
2024-01-29 17:39,Jack Harlow,Tyler Herro,156497
2024-01-29 17:50,BROCKHAMPTON,SWIM,213375
2024-01-29 17:53,Empire Of The Sun,Tonight,175023
2024-01-29 19:55,BROCKHAMPTON,CASH,170298
2024-01-29 21:23,Baby Keem,16,3877
2024-01-29 21:23,BROCKHAMPTON,GAMBA,1979
2024-01-29 21:23,BROCKHAMPTON,GAMBA,70
2024-01-29 21:26,BROCKHAMPTON,GAMBA,198983
2024-01-30 02:40,Wardruna,Lyfjaberg,484373
2024-01-30 02:45,Wardruna,Lyfjaberg,248279
2024-01-30 06:16,Sarah Schachner,Assassin's Creed Valhalla Main Theme (feat. Einar Selvik),178792
2024-01-30 06:16,Trevor Morris,Floki Appears to Kill Athelstan,1280
2024-01-30 06:54,Empire Of The Sun,To Her Door,1600
2024-01-30 06:54,Wardruna,Lyfjaberg,328286
2024-01-30 06:57,The Kid LAROI,BLEED,169990
2024-01-30 07:00,Gorillaz,Silent Running (feat. Adeleye Omotayo),157644
2024-01-30 07:00,Ellie Goulding,On My Mind,2205
2024-01-30 07:00,M83,Reunion,3924
2024-01-30 07:09,Dayglow,Can I Call You Tonight?,278769
2024-01-30 07:51,Empire Of The Sun,To Her Door,235586
2024-01-30 07:54,Empire Of The Sun,Tonight,175023
2024-01-30 07:58,Gunna,P power (feat. Drake),193346
2024-01-30 11:05,Baby Keem,16,156040
2024-01-30 11:06,NF,GONE,11943
2024-01-30 11:08,Jack Harlow,Tyler Herro,156497
2024-01-30 11:08,Empire Of The Sun,High And Low,2732
2024-01-30 11:10,The Kid LAROI,NIGHTS LIKE THIS,86983
2024-01-30 11:21,Trippie Redd,A Feeling,105872
2024-01-30 11:23,Juice WRLD,Fast,86880
2024-01-30 11:25,JVKE,this is what falling in love feels like,120308
2024-01-30 11:26,JVKE,golden hour,53791
2024-01-30 11:30,Basixx,Let's Stay Up All Night,213034
2024-01-30 11:31,Raaban,Bad Boy (feat. Luana Kiara),68185
2024-01-30 11:34,Why Don't We,I Don't Belong In This Club - MIME Remix,1110
2024-01-30 11:34,Train,"Hey, Soul Sister",1020
2024-01-30 11:34,Phoenix,Lisztomania,940
2024-01-30 11:34,Flo Rida,Wild Ones (feat. Sia),1050
2024-01-30 11:34,Himesh Reshammiya,Hookah Bar,910
2024-01-30 11:34,Eurythmics,Sweet Dreams (Are Made of This) - 2005 Remaster,1010
2024-01-30 11:34,Fetty Wap,Trap Queen,1520
2024-01-30 11:34,Lil Uzi Vert,20 Min,3920
2024-01-30 11:34,Skott,Porcelain,840
2024-01-30 11:34,Jonah Kagen,The Roads,1310
2024-01-30 11:34,Benzz,Je M'appelle (feat. Tion Wayne & French Montana) - Remix,710
2024-01-30 11:34,Drake,Laugh Now Cry Later (feat. Lil Durk),1050
2024-01-30 11:34,Milky Chance,Down By The River,155470
2024-01-30 11:34,Avicii,SOS (feat. Aloe Blacc),1060
2024-01-30 11:40,Kendrick Lamar,Money Trees,348040
2024-01-30 11:43,Empire Of The Sun,Way To Go,192146
2024-01-30 11:44,J. Cole,She Knows (feat. Amber Coffman & Cults),70063
2024-01-30 11:48,Franky Wah,Not In Love (feat. LOWES),223129
2024-01-30 11:52,Kanye West,Famous,181740
2024-01-30 11:52,Lana Del Rey,Gods & Monsters,2050
2024-01-30 11:53,A Boogie Wit da Hoodie,Drowning (feat. Kodak Black),3270
2024-01-30 11:53,Russ Millions,Reggae & Calypso (Russ Millions x Buni x YV),59380
2024-01-30 11:54,Simple Plan,Perfect,2730
2024-01-30 11:57,Childish Gambino,3005,155730
2024-01-30 12:00,One Direction,Drag Me Down,153620
2024-01-30 12:02,K'NAAN,Wavin' Flag - Coca-Cola® Celebration Mix,1890
2024-01-30 12:02,Libianca,People,2330
2024-01-30 12:02,The Kid LAROI,WHAT WENT WRONG???,3870
2024-01-30 12:02,RAC,Back of the Car,1650
2024-01-30 12:02,Drake,Jimmy Cooks (feat. 21 Savage),1600
2024-01-30 12:02,CJ,Whoopty,1840
2024-01-30 12:02,Gunna,pushin P (feat. Young Thug),118150
2024-01-30 12:05,Metro Boomin,Too Many Nights (feat. Don Toliver & with Future),14910
2024-01-30 12:05,BROCKHAMPTON,GAMBA,183570
2024-01-30 12:09,Kendrick Lamar,Father Time (feat. Sampha),1920
2024-01-30 12:09,Backstreet Boys,Show Me the Meaning of Being Lonely,229490
2024-01-30 12:09,Lil Yachty,Poland,1900
2024-01-30 12:09,Michael Jackson,Don't Stop 'Til You Get Enough,2090
2024-01-30 12:13,Gnarls Barkley,Crazy,41886
2024-01-30 12:13,Mac Miller,The Spins,195873
2024-01-30 12:14,We Are Scientists,Rules Don't Stop,3710
2024-01-30 12:14,Yanni,Rainmaker (Live),2200
2024-01-30 12:14,Taylor Swift,Wildest Dreams (Taylor's Version),3020
2024-01-30 12:14,Polo G,Martin & Gina,2210
2024-01-30 12:14,Kendrick Lamar,Chapter Six,4240
2024-01-30 12:14,KSI,No Time (feat. Lil Durk),2420
2024-01-30 12:14,Takeoff,Infatuation,6020
2024-01-30 12:14,Travis Scott,SICKO MODE,2510
2024-01-30 12:14,Kanye West,I Wonder,2190
2024-01-30 12:14,Lil Uzi Vert,Ps & Qs,2590
2024-01-30 12:14,Phil Collins,Look Through My Eyes,2360
2024-01-30 12:14,The Cranberries,Zombie,2840
2024-01-30 12:18,Diplo,Wish (feat. Trippie Redd) - Trippie Mix,8793
2024-01-30 12:18,Tory Lanez,The Color Violet,226466
2024-01-30 12:20,Meek Mill,Dreams and Nightmares,960
2024-01-30 12:20,BROCKHAMPTON,QUEER,820
2024-01-30 12:20,Strawberry Guy,Intermission,1010
2024-01-30 12:20,Tion Wayne,"Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo]",100770
2024-01-30 12:20,Jack Ü,Where Are Ü Now (with Justin Bieber),780
2024-01-30 12:20,XXXTENTACION,A GHETTO CHRISTMAS CAROL,1090
2024-01-30 12:27,Heidi Montag,I'll Do It,395130
2024-01-30 12:30,SABAI,Scared,170000
2024-01-30 12:58,Juice WRLD,Smile (with The Weeknd),196180
2024-01-30 13:31,Basixx,Let's Stay Up All Night,3925
2024-01-30 13:31,Emmit Fenn,The Chase,874
2024-01-30 13:31,M83,Reunion,490
2024-01-30 13:31,Khalid,8TEEN,209140
2024-01-30 13:34,Emmit Fenn,The Chase,193608
2024-01-30 13:37,Lobo,There Ain't No Way,196826
2024-01-30 13:49,Lil Uzi Vert,Sanguine Paradise,960
2024-01-30 13:49,Foals,Mountain at My Gates,35437
2024-01-30 13:49,Lil Uzi Vert,Werewolf (feat. Bring Me The Horizon),2560
2024-01-30 13:52,Lil Uzi Vert,F.F.,190142
2024-01-30 13:55,Playboi Carti,Shoota (feat. Lil Uzi Vert),153800
2024-01-30 13:58,Lil Uzi Vert,Sanguine Paradise,194491
2024-01-30 13:58,Lil Uzi Vert,Sanguine Paradise,832
2024-01-30 13:58,Lil Uzi Vert,Paradise,1514
2024-01-30 13:58,Lil Uzi Vert,Erase Your Social,960
2024-01-30 13:58,Lil Uzi Vert,Just Wanna Rock,789
2024-01-30 14:01,Lil Uzi Vert,Died and Came Back,5870
2024-01-30 14:01,Playboi Carti,Shoota (feat. Lil Uzi Vert),153800
2024-01-30 14:38,Lil Uzi Vert,Died and Came Back,831
2024-01-30 14:49,Lil Uzi Vert,Baby Pluto,143894
2024-01-30 14:49,Lil Uzi Vert,Died and Came Back,2496
2024-01-30 14:52,Basixx,Let's Stay Up All Night,213034
2024-01-30 14:57,Basixx,Let's Stay Up All Night,300
2024-01-30 14:57,Quavo,Greatness,106262
2024-01-30 15:12,Emmit Fenn,The Chase,193608
2024-01-30 15:30,Regard,You,165341
2024-01-30 15:31,Empire Of The Sun,DNA,82470
2024-01-30 22:12,Empire Of The Sun,DNA,4120
2024-01-30 22:16,Basixx,Let's Stay Up All Night,213034
2024-01-30 22:17,Russ Millions,BABA (Toma Tussi),44545
2024-01-31 10:37,A$AP Rocky,Sundress,158205
2024-01-31 10:40,Jungle,Busy Earnin',178921
2024-01-31 10:43,Kid Cudi,Mr. Rager,192888
2024-01-31 10:43,DPR IAN,No Blueberries,14675
2024-01-31 10:43,Metro Boomin,On Time (with John Legend),4109
2024-01-31 10:44,Dave,Starlight,33970
2024-01-31 10:47,Lil Uzi Vert,The Way Life Goes (feat. Oh Wonder),186618
2024-01-31 10:47,AJR,Weak,1486
2024-01-31 11:38,Phoenix,Lisztomania,125076
2024-01-31 11:41,Lil Tecca,REPEAT IT (with Gunna),190344
2024-01-31 11:46,Lil Durk,All My Life (feat. J. Cole),2460
2024-01-31 11:46,Martin Jensen,Solo Dance,4330
2024-01-31 11:46,Lemaitre,We Got U,600
2024-01-31 11:46,Taylor Swift,Anti-Hero,1010
2024-01-31 11:46,YNW Melly,Suicidal (feat. Juice WRLD) - Remix,770
2024-01-31 11:46,Tseba,Must Be Love,227985
2024-01-31 11:46,Formula Speed,Si No Estás - Sped Up,1070
2024-01-31 11:46,Kid Cudi,Cudi Zone,950
2024-01-31 11:49,Taylor Swift,Anti-Hero,180840
2024-01-31 11:53,YNW Melly,Suicidal (feat. Juice WRLD) - Remix,225857
2024-01-31 11:55,Michel Teló,Ai Se Eu Te Pego - Ao Vivo,170493
2024-01-31 11:57,Kanye West,All Falls Down,2270
2024-01-31 11:57,Lil Uzi Vert,Died and Came Back,4970
2024-01-31 11:57,GASHI,Creep On Me (feat. French Montana & DJ Snake),1880
2024-01-31 11:57,Kid Cudi,Heart Of A Lion (Kid Cudi Theme Music),1980
2024-01-31 11:57,Benzz,Je M'appelle (feat. Tion Wayne & French Montana) - Remix,91389
2024-01-31 11:57,Julieta Venegas,Me Voy,1870
2024-01-31 12:01,Baby Keem,trademark usa,246920
2024-01-31 12:05,Train,"Hey, Soul Sister",4085
2024-01-31 12:05,Playboi Carti,Sky,193234
2024-01-31 12:07,Wallows,Remember When,155146
2024-01-31 12:11,Khalid,Young Dumb & Broke,198313
2024-01-31 12:13,Lil Baby,Yes Indeed,119650
2024-01-31 12:17,Daft Punk,Voyager,0
2024-01-31 12:17,Juice WRLD,Hate The Other Side (with Marshmello & The Kid Laroi),160212
2024-01-31 12:21,Bad Bunny,Ojitos Lindos,258298
2024-01-31 12:24,Pop Smoke,What You Know Bout Love,160000
2024-01-31 12:25,OneRepublic,I Ain't Worried,78221
2024-01-31 12:30,NAV,Myself,144270
2024-01-31 12:34,Empire Of The Sun,Old Flavours,1000
2024-01-31 12:34,iTanKI,Dummy Man,1020
2024-01-31 12:34,Juice WRLD,Lucid Dreams,52270
2024-01-31 13:09,Oasis,Wonderwall,1060
2024-01-31 13:09,Mark Ronson,Record Collection,229773
2024-01-31 13:09,Polo G,Be Something,1940
